#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
16051279394889.png,149889,"{}",4,3,"{""name"":""point"",""cx"":407,""cy"":130}","{}"
16051279401786.png,200282,"{}",4,0,"{""name"":""point"",""cx"":98,""cy"":145}","{}"
16051279401786.png,200282,"{}",4,1,"{""name"":""point"",""cx"":210,""cy"":136}","{}"
16051279401786.png,200282,"{}",4,2,"{""name"":""point"",""cx"":296,""cy"":144}","{}"
16051279401786.png,200282,"{}",4,3,"{""name"":""point"",""cx"":417,""cy"":176}","{}"
16051279417546.png,168558,"{}",4,0,"{""name"":""point"",""cx"":75,""cy"":256}","{}"
16051279417546.png,168558,"{}",4,1,"{""name"":""point"",""cx"":213,""cy"":190}","{}"
16051279417546.png,168558,"{}",4,2,"{""name"":""point"",""cx"":300,""cy"":197}","{}"
16051279417546.png,168558,"{}",4,3,"{""name"":""point"",""cx"":429,""cy"":251}","{}"
16051935037993.png,158430,"{}",4,0,"{""name"":""point"",""cx"":123,""cy"":180}","{}"
16051935037993.png,158430,"{}",4,1,"{""name"":""point"",""cx"":204,""cy"":161}","{}"
16051935037993.png,158430,"{}",4,2,"{""name"":""point"",""cx"":286,""cy"":170}","{}"
16051935037993.png,158430,"{}",4,3,"{""name"":""point"",""cx"":381,""cy"":208}","{}"
16051935049194.png,190910,"{}",4,0,"{""name"":""point"",""cx"":137,""cy"":150}","{}"
16051935049194.png,190910,"{}",4,1,"{""name"":""point"",""cx"":221,""cy"":130}","{}"
16051935049194.png,190910,"{}",4,2,"{""name"":""point"",""cx"":317,""cy"":140}","{}"
16051935049194.png,190910,"{}",4,3,"{""name"":""point"",""cx"":401,""cy"":173}","{}"
16051935079159.png,169761,"{}",4,0,"{""name"":""point"",""cx"":104,""cy"":170}","{}"
16051935079159.png,169761,"{}",4,1,"{""name"":""point"",""cx"":210,""cy"":130}","{}"
16051935079159.png,169761,"{}",4,2,"{""name"":""point"",""cx"":294,""cy"":130}","{}"
16051935079159.png,169761,"{}",4,3,"{""name"":""point"",""cx"":399,""cy"":162}","{}"
16115879045667.bmp,99032,"{}",4,0,"{""name"":""point"",""cx"":229,""cy"":64}","{}"
16115879045667.bmp,99032,"{}",4,1,"{""name"":""point"",""cx"":271,""cy"":62}","{}"
16115879045667.bmp,99032,"{}",4,2,"{""name"":""point"",""cx"":350,""cy"":77}","{}"
16115879045667.bmp,99032,"{}",4,3,"{""name"":""point"",""cx"":404,""cy"":111}","{}"
16115879046135.bmp,112367,"{}",4,0,"{""name"":""point"",""cx"":209,""cy"":84}","{}"
16115879046135.bmp,112367,"{}",4,1,"{""name"":""point"",""cx"":291,""cy"":73}","{}"
16115879046135.bmp,112367,"{}",4,2,"{""name"":""point"",""cx"":350,""cy"":89}","{}"
16115879046135.bmp,112367,"{}",4,3,"{""name"":""point"",""cx"":418,""cy"":127}","{}"
16115879046149.bmp,113658,"{}",4,0,"{""name"":""point"",""cx"":211,""cy"":85}","{}"
16115879046149.bmp,113658,"{}",4,1,"{""name"":""point"",""cx"":288,""cy"":75}","{}"
16115879046149.bmp,113658,"{}",4,2,"{""name"":""point"",""cx"":353,""cy"":89}","{}"
16115879046149.bmp,113658,"{}",4,3,"{""name"":""point"",""cx"":414,""cy"":129}","{}"
16115879057045.bmp,157028,"{}",4,0,"{""name"":""point"",""cx"":158,""cy"":77}","{}"
16115879057045.bmp,157028,"{}",4,1,"{""name"":""point"",""cx"":212,""cy"":58}","{}"
16115879057045.bmp,157028,"{}",4,2,"{""name"":""point"",""cx"":283,""cy"":64}","{}"
16115879057045.bmp,157028,"{}",4,3,"{""name"":""point"",""cx"":341,""cy"":85}","{}"
16115879060233.bmp,147760,"{}",4,0,"{""name"":""point"",""cx"":170,""cy"":92}","{}"
16115879060233.bmp,147760,"{}",4,1,"{""name"":""point"",""cx"":241,""cy"":61}","{}"
16115879060233.bmp,147760,"{}",4,2,"{""name"":""point"",""cx"":293,""cy"":65}","{}"
16115879060233.bmp,147760,"{}",4,3,"{""name"":""point"",""cx"":374,""cy"":96}","{}"
16115879117848.bmp,74349,"{}",4,0,"{""name"":""point"",""cx"":216,""cy"":82}","{}"
16115879117848.bmp,74349,"{}",4,1,"{""name"":""point"",""cx"":256,""cy"":82}","{}"
16115879117848.bmp,74349,"{}",4,2,"{""name"":""point"",""cx"":345,""cy"":96}","{}"
16115879117848.bmp,74349,"{}",4,3,"{""name"":""point"",""cx"":400,""cy"":136}","{}"
160182019086609.bmp,140911,"{}",4,0,"{""name"":""point"",""cx"":208,""cy"":86}","{}"
160182019086609.bmp,140911,"{}",4,1,"{""name"":""point"",""cx"":265,""cy"":78}","{}"
160182019086609.bmp,140911,"{}",4,2,"{""name"":""point"",""cx"":339,""cy"":96}","{}"
160182019086609.bmp,140911,"{}",4,3,"{""name"":""point"",""cx"":404,""cy"":143}","{}"
160182019086888.bmp,141248,"{}",4,0,"{""name"":""point"",""cx"":223,""cy"":79}","{}"
160182019086888.bmp,141248,"{}",4,1,"{""name"":""point"",""cx"":257,""cy"":78}","{}"
160182019086888.bmp,141248,"{}",4,2,"{""name"":""point"",""cx"":345,""cy"":97}","{}"
160182019086888.bmp,141248,"{}",4,3,"{""name"":""point"",""cx"":399,""cy"":136}","{}"
160182052260111.bmp,75064,"{}",4,0,"{""name"":""point"",""cx"":193,""cy"":110}","{}"
160182052260111.bmp,75064,"{}",4,1,"{""name"":""point"",""cx"":277,""cy"":96}","{}"
160182052260111.bmp,75064,"{}",4,2,"{""name"":""point"",""cx"":330,""cy"":107}","{}"
160182052260111.bmp,75064,"{}",4,3,"{""name"":""point"",""cx"":402,""cy"":149}","{}"
160182329320757.bmp,73078,"{}",4,0,"{""name"":""point"",""cx"":129,""cy"":141}","{}"
160182329320757.bmp,73078,"{}",4,1,"{""name"":""point"",""cx"":209,""cy"":105}","{}"
160182329320757.bmp,73078,"{}",4,2,"{""name"":""point"",""cx"":274,""cy"":99}","{}"
160182329320757.bmp,73078,"{}",4,3,"{""name"":""point"",""cx"":356,""cy"":115}","{}"
160183221600909.bmp,110942,"{}",4,0,"{""name"":""point"",""cx"":205,""cy"":84}","{}"
160183221600909.bmp,110942,"{}",4,1,"{""name"":""point"",""cx"":288,""cy"":75}","{}"
160183221600909.bmp,110942,"{}",4,2,"{""name"":""point"",""cx"":349,""cy"":84}","{}"
160183221600909.bmp,110942,"{}",4,3,"{""name"":""point"",""cx"":420,""cy"":131}","{}"
160183241059293.png,97679,"{}",4,0,"{""name"":""point"",""cx"":191,""cy"":89}","{}"
160183241059293.png,97679,"{}",4,1,"{""name"":""point"",""cx"":242,""cy"":78}","{}"
160183241059293.png,97679,"{}",4,2,"{""name"":""point"",""cx"":329,""cy"":93}","{}"
160183241059293.png,97679,"{}",4,3,"{""name"":""point"",""cx"":381,""cy"":120}","{}"
160183241059729.png,102317,"{}",4,0,"{""name"":""point"",""cx"":191,""cy"":91}","{}"
160183241059729.png,102317,"{}",4,1,"{""name"":""point"",""cx"":252,""cy"":75}","{}"
160183241059729.png,102317,"{}",4,2,"{""name"":""point"",""cx"":324,""cy"":88}","{}"
160183241059729.png,102317,"{}",4,3,"{""name"":""point"",""cx"":379,""cy"":122}","{}"
160183241062373.png,110816,"{}",4,0,"{""name"":""point"",""cx"":188,""cy"":95}","{}"
160183241062373.png,110816,"{}",4,1,"{""name"":""point"",""cx"":268,""cy"":83}","{}"
160183241062373.png,110816,"{}",4,2,"{""name"":""point"",""cx"":309,""cy"":87}","{}"
160183241062373.png,110816,"{}",4,3,"{""name"":""point"",""cx"":380,""cy"":125}","{}"
160183455836681.bmp,133927,"{}",4,0,"{""name"":""point"",""cx"":156,""cy"":83}","{}"
160183455836681.bmp,133927,"{}",4,1,"{""name"":""point"",""cx"":225,""cy"":56}","{}"
160183455836681.bmp,133927,"{}",4,2,"{""name"":""point"",""cx"":315,""cy"":48}","{}"
160183455836681.bmp,133927,"{}",4,3,"{""name"":""point"",""cx"":349,""cy"":56}","{}"
160183496163648.bmp,86983,"{}",4,0,"{""name"":""point"",""cx"":190,""cy"":99}","{}"
160183496163648.bmp,86983,"{}",4,1,"{""name"":""point"",""cx"":276,""cy"":96}","{}"
160183496163648.bmp,86983,"{}",4,2,"{""name"":""point"",""cx"":332,""cy"":98}","{}"
160183496163648.bmp,86983,"{}",4,3,"{""name"":""point"",""cx"":410,""cy"":148}","{}"
160183570772684.bmp,118782,"{}",4,0,"{""name"":""point"",""cx"":178,""cy"":108}","{}"
160183570772684.bmp,118782,"{}",4,1,"{""name"":""point"",""cx"":231,""cy"":85}","{}"
160183570772684.bmp,118782,"{}",4,2,"{""name"":""point"",""cx"":295,""cy"":77}","{}"
160183570772684.bmp,118782,"{}",4,3,"{""name"":""point"",""cx"":340,""cy"":83}","{}"
160183599709056.bmp,111449,"{}",4,0,"{""name"":""point"",""cx"":177,""cy"":143}","{}"
160183599709056.bmp,111449,"{}",4,1,"{""name"":""point"",""cx"":248,""cy"":131}","{}"
160183599709056.bmp,111449,"{}",4,2,"{""name"":""point"",""cx"":309,""cy"":134}","{}"
160183599709056.bmp,111449,"{}",4,3,"{""name"":""point"",""cx"":383,""cy"":163}","{}"
160183599710937.bmp,106620,"{}",4,0,"{""name"":""point"",""cx"":180,""cy"":144}","{}"
160183599710937.bmp,106620,"{}",4,1,"{""name"":""point"",""cx"":247,""cy"":125}","{}"
160183599710937.bmp,106620,"{}",4,2,"{""name"":""point"",""cx"":311,""cy"":129}","{}"
160183599710937.bmp,106620,"{}",4,3,"{""name"":""point"",""cx"":380,""cy"":159}","{}"
160183614818224.bmp,94105,"{}",4,0,"{""name"":""point"",""cx"":148,""cy"":78}","{}"
160183614818224.bmp,94105,"{}",4,1,"{""name"":""point"",""cx"":200,""cy"":60}","{}"
160183614818224.bmp,94105,"{}",4,2,"{""name"":""point"",""cx"":285,""cy"":52}","{}"
160183614818224.bmp,94105,"{}",4,3,"{""name"":""point"",""cx"":368,""cy"":75}","{}"
160183614818769.bmp,99376,"{}",4,0,"{""name"":""point"",""cx"":144,""cy"":87}","{}"
160183614818769.bmp,99376,"{}",4,1,"{""name"":""point"",""cx"":214,""cy"":58}","{}"
160183614818769.bmp,99376,"{}",4,2,"{""name"":""point"",""cx"":282,""cy"":52}","{}"
160183614818769.bmp,99376,"{}",4,3,"{""name"":""point"",""cx"":367,""cy"":79}","{}"
160183614819583.bmp,105692,"{}",4,0,"{""name"":""point"",""cx"":141,""cy"":94}","{}"
160183614819583.bmp,105692,"{}",4,1,"{""name"":""point"",""cx"":224,""cy"":62}","{}"
160183614819583.bmp,105692,"{}",4,2,"{""name"":""point"",""cx"":276,""cy"":59}","{}"
160183614819583.bmp,105692,"{}",4,3,"{""name"":""point"",""cx"":374,""cy"":80}","{}"
160189611864417.bmp,85712,"{}",4,0,"{""name"":""point"",""cx"":156,""cy"":113}","{}"
160189611864417.bmp,85712,"{}",4,1,"{""name"":""point"",""cx"":239,""cy"":83}","{}"
160189611864417.bmp,85712,"{}",4,2,"{""name"":""point"",""cx"":293,""cy"":80}","{}"
160189611864417.bmp,85712,"{}",4,3,"{""name"":""point"",""cx"":379,""cy"":104}","{}"
160189631710504.bmp,86244,"{}",4,0,"{""name"":""point"",""cx"":220,""cy"":83}","{}"
160189631710504.bmp,86244,"{}",4,1,"{""name"":""point"",""cx"":252,""cy"":76}","{}"
160189631710504.bmp,86244,"{}",4,2,"{""name"":""point"",""cx"":335,""cy"":91}","{}"
160189631710504.bmp,86244,"{}",4,3,"{""name"":""point"",""cx"":384,""cy"":135}","{}"
160189631717736.bmp,100250,"{}",4,0,"{""name"":""point"",""cx"":204,""cy"":110}","{}"
160189631717736.bmp,100250,"{}",4,1,"{""name"":""point"",""cx"":276,""cy"":109}","{}"
160189631717736.bmp,100250,"{}",4,2,"{""name"":""point"",""cx"":326,""cy"":116}","{}"
160189631717736.bmp,100250,"{}",4,3,"{""name"":""point"",""cx"":389,""cy"":138}","{}"
160189631719913.bmp,100192,"{}",4,0,"{""name"":""point"",""cx"":207,""cy"":104}","{}"
160189631719913.bmp,100192,"{}",4,1,"{""name"":""point"",""cx"":272,""cy"":108}","{}"
160189631719913.bmp,100192,"{}",4,2,"{""name"":""point"",""cx"":333,""cy"":119}","{}"
160189631719913.bmp,100192,"{}",4,3,"{""name"":""point"",""cx"":381,""cy"":134}","{}"
160189683390806.bmp,103946,"{}",4,0,"{""name"":""point"",""cx"":173,""cy"":117}","{}"
160189683390806.bmp,103946,"{}",4,1,"{""name"":""point"",""cx"":246,""cy"":94}","{}"
160189683390806.bmp,103946,"{}",4,2,"{""name"":""point"",""cx"":290,""cy"":92}","{}"
160189683390806.bmp,103946,"{}",4,3,"{""name"":""point"",""cx"":364,""cy"":100}","{}"
160189720580699.bmp,96131,"{}",4,0,"{""name"":""point"",""cx"":140,""cy"":102}","{}"
160189720580699.bmp,96131,"{}",4,1,"{""name"":""point"",""cx"":219,""cy"":55}","{}"
160189720580699.bmp,96131,"{}",4,2,"{""name"":""point"",""cx"":284,""cy"":53}","{}"
160189720580699.bmp,96131,"{}",4,3,"{""name"":""point"",""cx"":356,""cy"":52}","{}"
160189720582056.bmp,103400,"{}",4,0,"{""name"":""point"",""cx"":142,""cy"":104}","{}"
160189720582056.bmp,103400,"{}",4,1,"{""name"":""point"",""cx"":225,""cy"":53}","{}"
160189720582056.bmp,103400,"{}",4,2,"{""name"":""point"",""cx"":273,""cy"":49}","{}"
160189720582056.bmp,103400,"{}",4,3,"{""name"":""point"",""cx"":370,""cy"":55}","{}"
160189766834698.bmp,80139,"{}",4,0,"{""name"":""point"",""cx"":198,""cy"":69}","{}"
160189766834698.bmp,80139,"{}",4,1,"{""name"":""point"",""cx"":263,""cy"":60}","{}"
160189766834698.bmp,80139,"{}",4,2,"{""name"":""point"",""cx"":322,""cy"":73}","{}"
160189766834698.bmp,80139,"{}",4,3,"{""name"":""point"",""cx"":389,""cy"":107}","{}"
160189766839975.bmp,100971,"{}",4,0,"{""name"":""point"",""cx"":198,""cy"":73}","{}"
160189766839975.bmp,100971,"{}",4,1,"{""name"":""point"",""cx"":263,""cy"":65}","{}"
160189766839975.bmp,100971,"{}",4,2,"{""name"":""point"",""cx"":338,""cy"":72}","{}"
160189766839975.bmp,100971,"{}",4,3,"{""name"":""point"",""cx"":376,""cy"":83}","{}"
160199473691801.bmp,80776,"{}",4,0,"{""name"":""point"",""cx"":182,""cy"":111}","{}"
160199473691801.bmp,80776,"{}",4,1,"{""name"":""point"",""cx"":260,""cy"":87}","{}"
160199473691801.bmp,80776,"{}",4,2,"{""name"":""point"",""cx"":338,""cy"":95}","{}"
160199473691801.bmp,80776,"{}",4,3,"{""name"":""point"",""cx"":405,""cy"":119}","{}"
160199559507408.bmp,122163,"{}",4,0,"{""name"":""point"",""cx"":184,""cy"":69}","{}"
160199559507408.bmp,122163,"{}",4,1,"{""name"":""point"",""cx"":226,""cy"":57}","{}"
160199559507408.bmp,122163,"{}",4,2,"{""name"":""point"",""cx"":317,""cy"":59}","{}"
160199559507408.bmp,122163,"{}",4,3,"{""name"":""point"",""cx"":364,""cy"":74}","{}"
160199578261107.png,204777,"{}",4,0,"{""name"":""point"",""cx"":114,""cy"":113}","{}"
160199578261107.png,204777,"{}",4,1,"{""name"":""point"",""cx"":195,""cy"":92}","{}"
160199578261107.png,204777,"{}",4,2,"{""name"":""point"",""cx"":250,""cy"":91}","{}"
160199578261107.png,204777,"{}",4,3,"{""name"":""point"",""cx"":337,""cy"":109}","{}"
160469300885441.bmp,162711,"{}",4,0,"{""name"":""point"",""cx"":111,""cy"":198}","{}"
160469300885441.bmp,162711,"{}",4,1,"{""name"":""point"",""cx"":203,""cy"":161}","{}"
160469300885441.bmp,162711,"{}",4,2,"{""name"":""point"",""cx"":292,""cy"":163}","{}"
160469300885441.bmp,162711,"{}",4,3,"{""name"":""point"",""cx"":394,""cy"":206}","{}"
160469300890565.bmp,163292,"{}",4,0,"{""name"":""point"",""cx"":143,""cy"":170}","{}"
160469300890565.bmp,163292,"{}",4,1,"{""name"":""point"",""cx"":194,""cy"":165}","{}"
160469300890565.bmp,163292,"{}",4,2,"{""name"":""point"",""cx"":302,""cy"":167}","{}"
160469300890565.bmp,163292,"{}",4,3,"{""name"":""point"",""cx"":361,""cy"":179}","{}"
160469300896643.bmp,166170,"{}",4,0,"{""name"":""point"",""cx"":114,""cy"":182}","{}"
160469300896643.bmp,166170,"{}",4,1,"{""name"":""point"",""cx"":179,""cy"":159}","{}"
160469300896643.bmp,166170,"{}",4,2,"{""name"":""point"",""cx"":322,""cy"":164}","{}"
160469300896643.bmp,166170,"{}",4,3,"{""name"":""point"",""cx"":387,""cy"":195}","{}"
160469300942831.bmp,73977,"{}",4,0,"{""name"":""point"",""cx"":135,""cy"":138}","{}"
160469300942831.bmp,73977,"{}",4,1,"{""name"":""point"",""cx"":192,""cy"":111}","{}"
160469300942831.bmp,73977,"{}",4,2,"{""name"":""point"",""cx"":238,""cy"":103}","{}"
160469300942831.bmp,73977,"{}",4,3,"{""name"":""point"",""cx"":310,""cy"":102}","{}"
160469300984498.bmp,133515,"{}",4,0,"{""name"":""point"",""cx"":134,""cy"":169}","{}"
160469300984498.bmp,133515,"{}",4,1,"{""name"":""point"",""cx"":202,""cy"":119}","{}"
160469300984498.bmp,133515,"{}",4,2,"{""name"":""point"",""cx"":243,""cy"":107}","{}"
160469300984498.bmp,133515,"{}",4,3,"{""name"":""point"",""cx"":322,""cy"":101}","{}"
160469301042839.bmp,139377,"{}",4,0,"{""name"":""point"",""cx"":209,""cy"":93}","{}"
160469301042839.bmp,139377,"{}",4,1,"{""name"":""point"",""cx"":241,""cy"":83}","{}"
160469301042839.bmp,139377,"{}",4,2,"{""name"":""point"",""cx"":318,""cy"":86}","{}"
160469301042839.bmp,139377,"{}",4,3,"{""name"":""point"",""cx"":369,""cy"":106}","{}"
160469301056895.bmp,85620,"{}",4,0,"{""name"":""point"",""cx"":195,""cy"":95}","{}"
160469301056895.bmp,85620,"{}",4,1,"{""name"":""point"",""cx"":237,""cy"":79}","{}"
160469301056895.bmp,85620,"{}",4,2,"{""name"":""point"",""cx"":317,""cy"":92}","{}"
160469301056895.bmp,85620,"{}",4,3,"{""name"":""point"",""cx"":373,""cy"":113}","{}"
160469301092114.bmp,195283,"{}",4,0,"{""name"":""point"",""cx"":107,""cy"":155}","{}"
160469301092114.bmp,195283,"{}",4,1,"{""name"":""point"",""cx"":230,""cy"":117}","{}"
160469301092114.bmp,195283,"{}",4,2,"{""name"":""point"",""cx"":303,""cy"":121}","{}"
160469301092114.bmp,195283,"{}",4,3,"{""name"":""point"",""cx"":421,""cy"":183}","{}"
160469301165427.bmp,153682,"{}",4,0,"{""name"":""point"",""cx"":117,""cy"":161}","{}"
160469301165427.bmp,153682,"{}",4,1,"{""name"":""point"",""cx"":185,""cy"":145}","{}"
160469301165427.bmp,153682,"{}",4,2,"{""name"":""point"",""cx"":319,""cy"":154}","{}"
160469301165427.bmp,153682,"{}",4,3,"{""name"":""point"",""cx"":413,""cy"":194}","{}"
160469301173537.bmp,176678,"{}",4,0,"{""name"":""point"",""cx"":93,""cy"":174}","{}"
160469301173537.bmp,176678,"{}",4,1,"{""name"":""point"",""cx"":225,""cy"":138}","{}"
160469301173537.bmp,176678,"{}",4,2,"{""name"":""point"",""cx"":289,""cy"":144}","{}"
160469301173537.bmp,176678,"{}",4,3,"{""name"":""point"",""cx"":421,""cy"":192}","{}"
160469301176235.bmp,183658,"{}",4,0,"{""name"":""point"",""cx"":92,""cy"":169}","{}"
160469301176235.bmp,183658,"{}",4,1,"{""name"":""point"",""cx"":214,""cy"":137}","{}"
160469301176235.bmp,183658,"{}",4,2,"{""name"":""point"",""cx"":312,""cy"":135}","{}"
160469301176235.bmp,183658,"{}",4,3,"{""name"":""point"",""cx"":395,""cy"":153}","{}"
160469301181068.bmp,181979,"{}",4,0,"{""name"":""point"",""cx"":103,""cy"":166}","{}"
160469301181068.bmp,181979,"{}",4,1,"{""name"":""point"",""cx"":198,""cy"":145}","{}"
160469301181068.bmp,181979,"{}",4,2,"{""name"":""point"",""cx"":307,""cy"":147}","{}"
160469301181068.bmp,181979,"{}",4,3,"{""name"":""point"",""cx"":417,""cy"":196}","{}"
160469301189566.bmp,105869,"{}",4,0,"{""name"":""point"",""cx"":196,""cy"":114}","{}"
160469301189566.bmp,105869,"{}",4,1,"{""name"":""point"",""cx"":269,""cy"":98}","{}"
160469301189566.bmp,105869,"{}",4,2,"{""name"":""point"",""cx"":333,""cy"":98}","{}"
160469301189566.bmp,105869,"{}",4,3,"{""name"":""point"",""cx"":408,""cy"":131}","{}"
160469301247031.bmp,138925,"{}",4,0,"{""name"":""point"",""cx"":182,""cy"":96}","{}"
160469301247031.bmp,138925,"{}",4,1,"{""name"":""point"",""cx"":242,""cy"":79}","{}"
160469301247031.bmp,138925,"{}",4,2,"{""name"":""point"",""cx"":322,""cy"":86}","{}"
160469301247031.bmp,138925,"{}",4,3,"{""name"":""point"",""cx"":375,""cy"":114}","{}"
160469301300003.bmp,154723,"{}",4,0,"{""name"":""point"",""cx"":166,""cy"":103}","{}"
160469301300003.bmp,154723,"{}",4,1,"{""name"":""point"",""cx"":254,""cy"":85}","{}"
160469301300003.bmp,154723,"{}",4,2,"{""name"":""point"",""cx"":314,""cy"":89}","{}"
160469301300003.bmp,154723,"{}",4,3,"{""name"":""point"",""cx"":393,""cy"":127}","{}"
160469301358868.bmp,122815,"{}",4,0,"{""name"":""point"",""cx"":186,""cy"":104}","{}"
160469301358868.bmp,122815,"{}",4,1,"{""name"":""point"",""cx"":233,""cy"":92}","{}"
160469301358868.bmp,122815,"{}",4,2,"{""name"":""point"",""cx"":311,""cy"":98}","{}"
160469301358868.bmp,122815,"{}",4,3,"{""name"":""point"",""cx"":357,""cy"":104}","{}"
160469301397867.bmp,171101,"{}",4,0,"{""name"":""point"",""cx"":158,""cy"":142}","{}"
160469301397867.bmp,171101,"{}",4,1,"{""name"":""point"",""cx"":212,""cy"":119}","{}"
160469301397867.bmp,171101,"{}",4,2,"{""name"":""point"",""cx"":288,""cy"":108}","{}"
160469301397867.bmp,171101,"{}",4,3,"{""name"":""point"",""cx"":348,""cy"":119}","{}"
160469301446832.bmp,181595,"{}",4,0,"{""name"":""point"",""cx"":114,""cy"":177}","{}"
160469301446832.bmp,181595,"{}",4,1,"{""name"":""point"",""cx"":230,""cy"":143}","{}"
160469301446832.bmp,181595,"{}",4,2,"{""name"":""point"",""cx"":289,""cy"":144}","{}"
160469301446832.bmp,181595,"{}",4,3,"{""name"":""point"",""cx"":400,""cy"":186}","{}"
160469301468999.bmp,192101,"{}",4,0,"{""name"":""point"",""cx"":116,""cy"":180}","{}"
160469301468999.bmp,192101,"{}",4,1,"{""name"":""point"",""cx"":225,""cy"":145}","{}"
160469301468999.bmp,192101,"{}",4,2,"{""name"":""point"",""cx"":295,""cy"":145}","{}"
160469301468999.bmp,192101,"{}",4,3,"{""name"":""point"",""cx"":398,""cy"":185}","{}"
160469301469422.bmp,188149,"{}",4,0,"{""name"":""point"",""cx"":114,""cy"":182}","{}"
160469301469422.bmp,188149,"{}",4,1,"{""name"":""point"",""cx"":228,""cy"":146}","{}"
160469301469422.bmp,188149,"{}",4,2,"{""name"":""point"",""cx"":293,""cy"":146}","{}"
160469301469422.bmp,188149,"{}",4,3,"{""name"":""point"",""cx"":398,""cy"":184}","{}"
160469301492242.bmp,196208,"{}",4,0,"{""name"":""point"",""cx"":123,""cy"":174}","{}"
160469301492242.bmp,196208,"{}",4,1,"{""name"":""point"",""cx"":206,""cy"":150}","{}"
160469301492242.bmp,196208,"{}",4,2,"{""name"":""point"",""cx"":318,""cy"":150}","{}"
160469301492242.bmp,196208,"{}",4,3,"{""name"":""point"",""cx"":390,""cy"":178}","{}"
160469301494452.bmp,181595,"{}",4,0,"{""name"":""point"",""cx"":112,""cy"":178}","{}"
160469301494452.bmp,181595,"{}",4,1,"{""name"":""point"",""cx"":229,""cy"":143}","{}"
160469301494452.bmp,181595,"{}",4,2,"{""name"":""point"",""cx"":290,""cy"":143}","{}"
160469301494452.bmp,181595,"{}",4,3,"{""name"":""point"",""cx"":403,""cy"":184}","{}"
